date;mesocosm_ID;fish;warming;compartment;class;order;taxa;N_l;C_mug_l;tmean15;date_c
20/04/2021;20;LB;NW;zoo;NA;Copepoda;nauplii<Copepoda;448;415.199598488;13.1383028478815;28
20/04/2021;20;LB;NW;zoo;NA;Rotifera;Rotifera;1272;913.425157344;13.1383028478815;28
20/04/2021;21;NF;NW;zoo;NA;Copepoda;Calanoida;0.2;8.881238978;13.3697175272054;28
20/04/2021;21;NF;NW;zoo;NA;Copepoda;Cyclopoida;28.2;207.404212155;13.3697175272054;28
20/04/2021;21;NF;NW;zoo;NA;Copepoda;nauplii<Copepoda;1664;1514.203335752;13.3697175272054;28
20/04/2021;21;NF;NW;zoo;NA;Rotifera;Rotifera;216;128.203216544;13.3697175272054;28
20/04/2021;23;SB;NW;zoo;NA;Copepoda;Calanoida;2;32.306339604;13.1789002083816;28
20/04/2021;23;SB;NW;zoo;NA;Copepoda;Cyclopoida;104.6;811.3245677546;13.1789002083816;28
20/04/2021;23;SB;NW;zoo;NA;Copepoda;nauplii<Copepoda;1128;1299.239254328;13.1789002083816;28
20/04/2021;23;SB;NW;zoo;NA;Rotifera;Rotifera;144;73.306387632;13.1789002083816;28
20/04/2021;24;SB;W;zoo;NA;Copepoda;Calanoida;1.2;13.4524560556;16.0730562630238;28
20/04/2021;24;SB;W;zoo;NA;Copepoda;Cyclopoida;78.2;924.4735621374;16.0730562630238;28
20/04/2021;24;SB;W;zoo;NA;Copepoda;nauplii<Copepoda;688;846.445268936;16.0730562630238;28
20/04/2021;24;SB;W;zoo;NA;Rotifera;Rotifera;72;54.669331744;16.0730562630238;28
20/04/2021;3;LB;W;zoo;NA;Copepoda;Calanoida;0.6;9.0429327078;17.2043121092846;28
20/04/2021;3;LB;W;zoo;NA;Copepoda;Cyclopoida;26.2;332.9081904384;17.2043121092846;28
20/04/2021;3;LB;W;zoo;NA;Copepoda;nauplii<Copepoda;224;257.685098736;17.2043121092846;28
20/04/2021;3;LB;W;zoo;NA;Rotifera;Rotifera;608;144.69689632;17.2043121092846;28
20/04/2021;4;LB;NW;zoo;NA;Copepoda;Calanoida;1.2;19.9911697388;13.7466438990507;28
20/04/2021;4;LB;NW;zoo;NA;Copepoda;Cyclopoida;29.4;178.1655796264;13.7466438990507;28
20/04/2021;4;LB;NW;zoo;NA;Copepoda;nauplii<Copepoda;992;1023.547461672;13.7466438990507;28
20/04/2021;4;LB;NW;zoo;NA;Rotifera;Rotifera;208;111.153449928;13.7466438990507;28
20/04/2021;5;NF;NW;zoo;NA;Copepoda;Calanoida;1.2;21.8513084182;12.993489465154;28
20/04/2021;5;NF;NW;zoo;NA;Copepoda;Cyclopoida;12.4;61.5646816022;12.993489465154;28
20/04/2021;5;NF;NW;zoo;NA;Copepoda;nauplii<Copepoda;136;97.970722288;12.993489465154;28
20/04/2021;5;NF;NW;zoo;NA;Rotifera;Rotifera;464;337.88515532;12.993489465154;28
20/04/2021;6;NF;W;zoo;NA;Copepoda;Calanoida;3.4;65.754836461;16.5281083584163;28
20/04/2021;6;NF;W;zoo;NA;Copepoda;Cyclopoida;1.8;15.0849649958;16.5281083584163;28
20/04/2021;6;NF;W;zoo;NA;Copepoda;nauplii<Copepoda;304;276.414575088;16.5281083584163;28
20/04/2021;6;NF;W;zoo;NA;Rotifera;Rotifera;800;590.392577392;16.5281083584163;28
20/04/2021;7;NF;NW;zoo;NA;Copepoda;Calanoida;7.6;70.5320766366;13.2397066450567;28
20/04/2021;7;NF;NW;zoo;NA;Copepoda;Cyclopoida;13.6;95.7354147736;13.2397066450567;28
20/04/2021;7;NF;NW;zoo;NA;Copepoda;nauplii<Copepoda;656;636.770851272;13.2397066450567;28
20/04/2021;7;NF;NW;zoo;NA;Rotifera;Rotifera;824;756.086042296;13.2397066450567;28
20/04/2021;8;NF;W;zoo;NA;Copepoda;Calanoida;8.2;124.0218537494;16.2985123871266;28
20/04/2021;8;NF;W;zoo;NA;Copepoda;Cyclopoida;7.6;28.3609459542;16.2985123871266;28
20/04/2021;8;NF;W;zoo;NA;Copepoda;nauplii<Copepoda;384;399.569228776;16.2985123871266;28
20/04/2021;8;NF;W;zoo;NA;Rotifera;Rotifera;432;134.01961572;16.2985123871266;28
20/04/2021;9;LB;NW;zoo;NA;Copepoda;Calanoida;1.4;27.8059495076;13.0975698078259;28
20/04/2021;9;LB;NW;zoo;NA;Copepoda;Cyclopoida;83.2;443.004110935;13.0975698078259;28
20/04/2021;9;LB;NW;zoo;NA;Copepoda;nauplii<Copepoda;368;351.800113832;13.0975698078259;28
20/04/2021;9;LB;NW;zoo;NA;Rotifera;Rotifera;128;82.573470832;13.0975698078259;28
18/05/2021;1;SB;NW;zoo;NA;Copepoda;Cyclopoida;11;40.9849074096;19.45779115536;56
18/05/2021;1;SB;NW;zoo;NA;Copepoda;nauplii<Copepoda;1728;1819.536102664;19.45779115536;56
18/05/2021;1;SB;NW;zoo;NA;Rotifera;Rotifera;144;79.802644568;19.45779115536;56
18/05/2021;10;SB;W;zoo;NA;Copepoda;Calanoida;6;128.142924448;22.4353584163001;56
18/05/2021;10;SB;W;zoo;NA;Copepoda;Cyclopoida;82.8;303.305942462;22.4353584163001;56
18/05/2021;10;SB;W;zoo;NA;Copepoda;nauplii<Copepoda;728;738.520079176;22.4353584163001;56
18/05/2021;10;SB;W;zoo;NA;Rotifera;Rotifera;1376;481.041012328;22.4353584163001;56
18/05/2021;11;LB;W;zoo;NA;Copepoda;Calanoida;0.2;4.991342264;23.009626765455;56
18/05/2021;11;LB;W;zoo;NA;Copepoda;Cyclopoida;13;114.539085599;23.009626765455;56
18/05/2021;11;LB;W;zoo;NA;Copepoda;nauplii<Copepoda;800;602.209279632;23.009626765455;56
18/05/2021;11;LB;W;zoo;NA;Rotifera;Rotifera;4520;670.299019904;23.009626765455;56
18/05/2021;12;SB;NW;zoo;NA;Copepoda;Calanoida;7.6;78.194308882;19.2585137763371;56
18/05/2021;12;SB;NW;zoo;NA;Copepoda;Cyclopoida;23.4;197.8246422076;19.2585137763371;56
18/05/2021;12;SB;NW;zoo;NA;Copepoda;nauplii<Copepoda;2680;2088.999079552;19.2585137763371;56
18/05/2021;12;SB;NW;zoo;NA;Rotifera;Rotifera;9976;2067.419138248;19.2585137763371;56
18/05/2021;13;LB;W;zoo;NA;Copepoda;Calanoida;7.6;117.1862776172;22.9475554526511;56
18/05/2021;13;LB;W;zoo;NA;Copepoda;Cyclopoida;65.6;355.6805627606;22.9475554526511;56
18/05/2021;13;LB;W;zoo;NA;Copepoda;nauplii<Copepoda;1144;855.878929712;22.9475554526511;56
18/05/2021;13;LB;W;zoo;NA;Rotifera;Rotifera;648;132.98816452;22.9475554526511;56
18/05/2021;14;SB;NW;zoo;NA;Copepoda;Calanoida;2.2;24.5150703194;19.4891660106506;56
18/05/2021;14;SB;NW;zoo;NA;Copepoda;Cyclopoida;23.2;98.5265043098;19.4891660106506;56
18/05/2021;14;SB;NW;zoo;NA;Copepoda;nauplii<Copepoda;1272;1296.406773216;19.4891660106506;56
18/05/2021;14;SB;NW;zoo;NA;Rotifera;Rotifera;232;115.02209236;19.4891660106506;56
18/05/2021;15;SB;W;zoo;NA;Copepoda;Calanoida;2;22.7349377322;23.0179018291271;56
18/05/2021;15;SB;W;zoo;NA;Copepoda;Cyclopoida;16.4;66.632587771;23.0179018291271;56
18/05/2021;15;SB;W;zoo;NA;Copepoda;nauplii<Copepoda;1104;828.853182696;23.0179018291271;56
18/05/2021;15;SB;W;zoo;NA;Rotifera;Rotifera;664;346.104183304;23.0179018291271;56
18/05/2021;16;NF;W;zoo;NA;Copepoda;Calanoida;0.6;13.56354668;23.0575172493633;56
18/05/2021;16;NF;W;zoo;NA;Copepoda;Cyclopoida;48.4;267.7750140462;23.0575172493633;56
18/05/2021;16;NF;W;zoo;NA;Copepoda;nauplii<Copepoda;456;444.198186344;23.0575172493633;56
18/05/2021;16;NF;W;zoo;NA;Rotifera;Rotifera;72;38.460329312;23.0575172493633;56
18/05/2021;17;LB;NW;zoo;NA;Copepoda;Calanoida;3.2;30.8083057048;19.4109708265802;56
18/05/2021;17;LB;NW;zoo;NA;Copepoda;Cyclopoida;35.4;278.2467033896;19.4109708265802;56
18/05/2021;17;LB;NW;zoo;NA;Copepoda;nauplii<Copepoda;1040;1430.857512448;19.4109708265802;56
18/05/2021;17;LB;NW;zoo;NA;Rotifera;Rotifera;944;319.946635696;19.4109708265802;56
18/05/2021;18;NF;NW;zoo;NA;Copepoda;Calanoida;47;362.7626862746;19.4054109747627;56
18/05/2021;18;NF;NW;zoo;NA;Copepoda;Cyclopoida;9.6;41.3276417074;19.4054109747627;56
18/05/2021;18;NF;NW;zoo;NA;Copepoda;nauplii<Copepoda;1152;1475.232815408;19.4054109747627;56
18/05/2021;18;NF;NW;zoo;NA;Rotifera;Rotifera;840;356.941328096;19.4054109747627;56
18/05/2021;19;NF;W;zoo;NA;Copepoda;Calanoida;22.4;289.985555209;22.8614892336189;56
18/05/2021;19;NF;W;zoo;NA;Copepoda;Cyclopoida;94.6;534.0594160324;22.8614892336189;56
18/05/2021;19;NF;W;zoo;NA;Copepoda;nauplii<Copepoda;1176;1068.45368988;22.8614892336189;56
18/05/2021;19;NF;W;zoo;NA;Rotifera;Rotifera;272;94.772038368;22.8614892336189;56
18/05/2021;2;SB;W;zoo;NA;Copepoda;Calanoida;0.6;11.0558990134;22.6420639036814;56
18/05/2021;2;SB;W;zoo;NA;Copepoda;Cyclopoida;50.2;221.2191442272;22.6420639036814;56
18/05/2021;2;SB;W;zoo;NA;Copepoda;nauplii<Copepoda;712;648.879460248;22.6420639036814;56
18/05/2021;2;SB;W;zoo;NA;Rotifera;Rotifera;1296;190.571311768;22.6420639036814;56
18/05/2021;20;LB;NW;zoo;NA;Copepoda;Calanoida;2.2;32.72179788;19.4052993748553;56
18/05/2021;20;LB;NW;zoo;NA;Copepoda;Cyclopoida;18.2;58.3895390512;19.4052993748553;56
18/05/2021;20;LB;NW;zoo;NA;Copepoda;nauplii<Copepoda;1536;1208.408695112;19.4052993748553;56
18/05/2021;20;LB;NW;zoo;NA;Rotifera;Rotifera;28368;4278.083695536;19.4052993748553;56
18/05/2021;21;NF;NW;zoo;NA;Copepoda;Calanoida;3.2;24.8292037674;19.4808138457976;56
18/05/2021;21;NF;NW;zoo;NA;Copepoda;Cyclopoida;42.8;181.6926108878;19.4808138457976;56
18/05/2021;21;NF;NW;zoo;NA;Copepoda;nauplii<Copepoda;1536;1615.65848172;19.4808138457976;56
18/05/2021;21;NF;NW;zoo;NA;Rotifera;Rotifera;376;93.290730984;19.4808138457976;56
18/05/2021;22;LB;W;zoo;NA;Copepoda;Calanoida;0.2;1.289505739;22.8464758045844;56
18/05/2021;22;LB;W;zoo;NA;Copepoda;Cyclopoida;88.6;506.478271444;22.8464758045844;56
18/05/2021;22;LB;W;zoo;NA;Copepoda;nauplii<Copepoda;1384;1180.412790216;22.8464758045844;56
18/05/2021;22;LB;W;zoo;NA;Rotifera;Rotifera;336;84.64967712;22.8464758045844;56
18/05/2021;23;SB;NW;zoo;NA;Copepoda;Calanoida;2;38.1245679516;19.4686735355406;56
18/05/2021;23;SB;NW;zoo;NA;Copepoda;Cyclopoida;55.6;278.601424259;19.4686735355406;56
18/05/2021;23;SB;NW;zoo;NA;Copepoda;nauplii<Copepoda;1664;1974.51335308;19.4686735355406;56
18/05/2021;23;SB;NW;zoo;NA;Rotifera;Rotifera;6248;1385.642625496;19.4686735355406;56
18/05/2021;24;SB;W;zoo;NA;Copepoda;Calanoida;1;10.411341543;22.3830166705256;56
18/05/2021;24;SB;W;zoo;NA;Copepoda;Cyclopoida;100.8;567.053985383;22.3830166705256;56
18/05/2021;24;SB;W;zoo;NA;Copepoda;nauplii<Copepoda;656;637.542276712;22.3830166705256;56
18/05/2021;24;SB;W;zoo;NA;Rotifera;Rotifera;64;14.226039624;22.3830166705256;56
18/05/2021;3;LB;W;zoo;NA;Copepoda;Calanoida;0.4;8.379705058;23.4104246353323;56
18/05/2021;3;LB;W;zoo;NA;Copepoda;Cyclopoida;41.4;272.2786355086;23.4104246353323;56
18/05/2021;3;LB;W;zoo;NA;Copepoda;nauplii<Copepoda;792;585.076578816;23.4104246353323;56
18/05/2021;3;LB;W;zoo;NA;Rotifera;Rotifera;3696;459.530445032;23.4104246353323;56
18/05/2021;4;LB;NW;zoo;NA;Copepoda;Calanoida;2.4;27.8255440684;19.9158701088215;56
18/05/2021;4;LB;NW;zoo;NA;Copepoda;Cyclopoida;33.2;197.344438565;19.9158701088215;56
18/05/2021;4;LB;NW;zoo;NA;Copepoda;nauplii<Copepoda;1688;2304.657618176;19.9158701088215;56
18/05/2021;4;LB;NW;zoo;NA;Rotifera;Rotifera;568;173.76103008;19.9158701088215;56
18/05/2021;5;NF;NW;zoo;NA;Copepoda;Calanoida;0.4;8.2622952078;19.2460099560083;56
18/05/2021;5;NF;NW;zoo;NA;Copepoda;Cyclopoida;120;705.6358544616;19.2460099560083;56
18/05/2021;5;NF;NW;zoo;NA;Copepoda;nauplii<Copepoda;816;893.128771672;19.2460099560083;56
18/05/2021;5;NF;NW;zoo;NA;Rotifera;Rotifera;648;270.118160152;19.2460099560083;56
18/05/2021;6;NF;W;zoo;NA;Copepoda;Calanoida;10.2;172.7300732598;22.7722972910396;56
18/05/2021;6;NF;W;zoo;NA;Copepoda;Cyclopoida;21.4;87.5141551014;22.7722972910396;56
18/05/2021;6;NF;W;zoo;NA;Copepoda;nauplii<Copepoda;352;363.6946464;22.7722972910396;56
18/05/2021;6;NF;W;zoo;NA;Rotifera;Rotifera;208;119.157841624;22.7722972910396;56
18/05/2021;7;NF;NW;zoo;NA;Copepoda;Calanoida;9.8;126.9919229238;19.5127508682565;56
18/05/2021;7;NF;NW;zoo;NA;Copepoda;Cyclopoida;49.6;311.2637821446;19.5127508682565;56
18/05/2021;7;NF;NW;zoo;NA;Copepoda;nauplii<Copepoda;1584;1870.686297728;19.5127508682565;56
18/05/2021;7;NF;NW;zoo;NA;Rotifera;Rotifera;912;489.664299592;19.5127508682565;56
18/05/2021;8;NF;W;zoo;NA;Copepoda;Calanoida;7.6;124.9957098796;22.5479157212318;56
18/05/2021;8;NF;W;zoo;NA;Copepoda;Cyclopoida;11.6;68.520666971;22.5479157212318;56
18/05/2021;8;NF;W;zoo;NA;Copepoda;nauplii<Copepoda;488;368.937323552;22.5479157212318;56
18/05/2021;8;NF;W;zoo;NA;Rotifera;Rotifera;120;31.078672856;22.5479157212318;56
18/05/2021;9;LB;NW;zoo;NA;Copepoda;Calanoida;1.6;18.6006855116;19.2671472563093;56
18/05/2021;9;LB;NW;zoo;NA;Copepoda;Cyclopoida;82;510.0871252784;19.2671472563093;56
18/05/2021;9;LB;NW;zoo;NA;Copepoda;nauplii<Copepoda;1632;1886.040394928;19.2671472563093;56
18/05/2021;9;LB;NW;zoo;NA;Rotifera;Rotifera;5912;872.180429968;19.2671472563093;56
15/06/2021;1;SB;NW;zoo;NA;Copepoda;Cyclopoida;60;342.3236842626;25.2011407733272;84
15/06/2021;1;SB;NW;zoo;NA;Copepoda;nauplii<Copepoda;2096;1589.288923136;25.2011407733272;84
15/06/2021;1;SB;NW;zoo;NA;Rotifera;Rotifera;272;70.141372624;25.2011407733272;84
15/06/2021;10;SB;W;zoo;NA;Copepoda;Cyclopoida;27;117.0220882642;28.4532949756888;84
15/06/2021;10;SB;W;zoo;NA;Copepoda;nauplii<Copepoda;264;210.980680192;28.4532949756888;84
15/06/2021;10;SB;W;zoo;NA;Rotifera;Rotifera;16;3.586250768;28.4532949756888;84
15/06/2021;11;LB;W;zoo;NA;Copepoda;Cyclopoida;12.2;50.7392503604;29.0681180828896;84
15/06/2021;11;LB;W;zoo;NA;Copepoda;nauplii<Copepoda;232;145.531523624;29.0681180828896;84
15/06/2021;11;LB;W;zoo;NA;Rotifera;Rotifera;104;11.484278424;29.0681180828896;84
15/06/2021;12;SB;NW;zoo;NA;Copepoda;Cyclopoida;66.2;386.7564478334;25.3473705419176;84
15/06/2021;12;SB;NW;zoo;NA;Copepoda;nauplii<Copepoda;3776;3217.62007396;25.3473705419176;84
15/06/2021;12;SB;NW;zoo;NA;Rotifera;Rotifera;1776;248.541550496;25.3473705419176;84
15/06/2021;13;LB;W;zoo;NA;Copepoda;Cyclopoida;14;63.1819507782;28.7352489002084;84
15/06/2021;13;LB;W;zoo;NA;Copepoda;nauplii<Copepoda;496;330.453288912;28.7352489002084;84
15/06/2021;13;LB;W;zoo;NA;Rotifera;Rotifera;24;3.049744936;28.7352489002084;84
15/06/2021;14;SB;NW;zoo;NA;Copepoda;Calanoida;0.4;4.4914726028;25.4704946734599;84
15/06/2021;14;SB;NW;zoo;NA;Copepoda;Cyclopoida;124.6;758.9835165444;25.4704946734599;84
15/06/2021;14;SB;NW;zoo;NA;Copepoda;nauplii<Copepoda;1048;1227.016536752;25.4704946734599;84
15/06/2021;14;SB;NW;zoo;NA;Rotifera;Rotifera;72;8.35652576;25.4704946734599;84
15/06/2021;15;SB;W;zoo;NA;Copepoda;Cyclopoida;21.4;135.48933567;28.9425758277379;84
15/06/2021;15;SB;W;zoo;NA;Copepoda;nauplii<Copepoda;264;220.783049432;28.9425758277379;84
15/06/2021;15;SB;W;zoo;NA;Rotifera;Rotifera;32;3.150610128;28.9425758277379;84
15/06/2021;16;NF;W;zoo;NA;Copepoda;Cyclopoida;11;35.911737211;28.8895123871267;84
15/06/2021;16;NF;W;zoo;NA;Copepoda;nauplii<Copepoda;384;235.966165528;28.8895123871267;84
15/06/2021;16;NF;W;zoo;NA;Rotifera;Rotifera;40;4.838983304;28.8895123871267;84
15/06/2021;17;LB;NW;zoo;NA;Copepoda;Calanoida;0.4;10.547837632;25.0787737902292;84
15/06/2021;17;LB;NW;zoo;NA;Copepoda;Cyclopoida;43.8;183.5610401;25.0787737902292;84
15/06/2021;17;LB;NW;zoo;NA;Copepoda;nauplii<Copepoda;368;280.581086288;25.0787737902292;84
15/06/2021;17;LB;NW;zoo;NA;Rotifera;Rotifera;1400;303.27549648;25.0787737902292;84
15/06/2021;18;NF;NW;zoo;NA;Copepoda;Calanoida;3;65.015091336;25.2757256309331;84
15/06/2021;18;NF;NW;zoo;NA;Copepoda;Cyclopoida;90.2;420.7259851318;25.2757256309331;84
15/06/2021;18;NF;NW;zoo;NA;Copepoda;nauplii<Copepoda;2040;1465.864718688;25.2757256309331;84
15/06/2021;18;NF;NW;zoo;NA;Rotifera;Rotifera;2144;656.647634592;25.2757256309331;84
15/06/2021;19;NF;W;zoo;NA;Copepoda;Cyclopoida;4.2;13.0177177132;28.6730787219264;84
15/06/2021;19;NF;W;zoo;NA;Copepoda;nauplii<Copepoda;472;335.93174324;28.6730787219264;84
15/06/2021;19;NF;W;zoo;NA;Rotifera;Rotifera;136;20.363934848;28.6730787219264;84
15/06/2021;2;SB;W;zoo;NA;Copepoda;Cyclopoida;37.8;179.471419801;28.6762241259551;84
15/06/2021;2;SB;W;zoo;NA;Copepoda;nauplii<Copepoda;424;347.963973112;28.6762241259551;84
15/06/2021;2;SB;W;zoo;NA;Rotifera;Rotifera;72;11.372924256;28.6762241259551;84
15/06/2021;20;LB;NW;zoo;NA;Copepoda;Cyclopoida;8;28.5102781338;25.2624292660338;84
15/06/2021;20;LB;NW;zoo;NA;Copepoda;nauplii<Copepoda;1288;688.933113784;25.2624292660338;84
15/06/2021;20;LB;NW;zoo;NA;Rotifera;Rotifera;1288;181.4366128;25.2624292660338;84
15/06/2021;21;NF;NW;zoo;NA;Copepoda;Calanoida;0.2;2.010957356;25.2170213012271;84
15/06/2021;21;NF;NW;zoo;NA;Copepoda;Cyclopoida;10.4;51.6970199182;25.2170213012271;84
15/06/2021;21;NF;NW;zoo;NA;Copepoda;nauplii<Copepoda;32;27.252256136;25.2170213012271;84
15/06/2021;21;NF;NW;zoo;NA;Rotifera;Rotifera;24;9.358670016;25.2170213012271;84
15/06/2021;22;LB;W;zoo;NA;Copepoda;Cyclopoida;37;150.272071694;28.7223959249826;84
15/06/2021;22;LB;W;zoo;NA;Copepoda;nauplii<Copepoda;752;550.344682808;28.7223959249826;84
15/06/2021;22;LB;W;zoo;NA;Rotifera;Rotifera;168;24.025703752;28.7223959249826;84
15/06/2021;23;SB;NW;zoo;NA;Copepoda;Cyclopoida;19.6;87.1247982428;25.3154093540171;84
15/06/2021;23;SB;NW;zoo;NA;Copepoda;nauplii<Copepoda;72;68.842182416;25.3154093540171;84
15/06/2021;23;SB;NW;zoo;NA;Rotifera;Rotifera;8;1.09548256;25.3154093540171;84
15/06/2021;24;SB;W;zoo;NA;Copepoda;Cyclopoida;14.2;82.5790444556;27.9096846492244;84
15/06/2021;24;SB;W;zoo;NA;Copepoda;nauplii<Copepoda;16;11.414400928;27.9096846492244;84
